asset_id,cluster,umap_x,umap_y,smooth,disk,spiral,bar,merger,disturbed,ring,irregular,bulge
86859,-1,9.235581,4.548233,0.707,0.195,0.0,0.143,0.5,0.1,0.0,0.2,0.571
119532,-1,8.993651,8.159354,0.915,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263426,1,0.12320252,1.7459128,0.63,0.239,0.0,0.0,0.167,0.125,0.0,0.583,0.0
141695,1,11.597907,4.096079,0.108,0.892,0.7,0.533,0.0,0.056,0.778,0.056,0.4
271652,1,10.341064,9.178926,0.929,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0
237440,-1,13.3143635,2.9299767,0.955,0.045,0.0,0.0,0.0,0.4,0.2,0.0,1.0
47065,1,12.688761,4.3745866,0.692,0.282,0.0,0.571,0.636,0.0,0.0,0.061,0.714
235210,-1,8.153796,7.587597,0.849,0.075,0.0,0.0,0.0,0.0,0.5,0.0,0.75
168423,1,10.023662,8.962667,0.787,0.191,0.0,0.0,0.125,0.667,0.0,0.0,0.333
21444,-1,10.644172,9.041469,0.791,0.186,0.0,0.0,0.447,0.053,0.0,0.0,0.625
90911,1,9.337329,8.8560915,0.822,0.133,0.0,0.0,0.5,0.0,0.0,0.0,0.5
10402,1,10.451858,6.469535,0.902,0.049,0.0,0.0,0.0,0.0,0.5,0.0,1.0
149266,-1,9.848839,4.0450788,0.622,0.351,0.25,0.167,0.0,0.0,0.889,0.0,0.5
40879,1,12.082693,6.4162393,0.895,0.105,0.0,0.0,0.25,0.0,0.0,0.0,0.75
127844,-1,9.079186,1.918007,0.826,0.174,0.143,0.286,0.0,0.0,0.0,1.0,0.286
132583,1,7.3434973,3.2247958,0.61,0.366,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41260,-1,10.937421,3.9511952,0.024,0.976,0.878,0.098,0.111,0.333,0.222,0.222,0.585
150053,-1,9.765637,4.8547635,0.875,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.5
53050,1,9.520571,3.593998,0.667,0.312,0.0,0.5,0.0,0.143,0.0,0.0,0.0
119760,-1,7.500437,2.569829,0.071,0.893,1.0,1.0,0.5,0.0,0.5,0.0,0.44
105789,-1,5.4135714,2.786362,0.75,0.2,0.25,0.125,0.333,0.0,0.333,0.333,0.125
10221,-1,3.9728305,-0.2826876,0.316,0.658,0.957,0.13,0.0,0.333,0.333,0.333,0.391
204258,-1,5.796862,2.3251877,0.559,0.382,0.583,0.333,0.0,0.091,0.091,0.364,0.5
247878,1,0.44066542,1.2453583,0.422,0.533,0.261,0.043,0.0,0.118,0.412,0.294,0.0
115098,-1,10.260278,8.306926,0.927,0.073,0.0,0.0,0.0,0.5,0.0,0.5,0.667
189466,0,8.783122,-0.029508606,0.088,0.895,1.0,0.362,0.0,0.091,0.545,0.0,0.298
14373,-1,6.792318,6.7166696,0.915,0.043,0.0,0.0,0.0,0.5,0.25,0.25,1.0
192650,1,11.449003,6.3472133,0.863,0.078,0.25,0.75,0.0,0.5,0.0,0.0,0.5
161061,1,9.927585,2.2791378,0.468,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214332,1,11.722575,8.796256,0.952,0.048,0.0,0.0,0.0,0.0,0.0,0.25,1.0
259908,1,3.3862748,1.3496205,0.441,0.529,0.556,0.333,0.167,0.333,0.0,0.25,0.0
115559,-1,9.69153,4.049518,0.486,0.457,0.25,0.062,0.077,0.0,0.923,0.0,0.688
57345,1,11.386755,3.2918148,0.042,0.896,1.0,0.279,0.333,0.0,0.0,0.0,0.279
222675,1,13.370174,3.8371563,0.932,0.023,0.0,0.0,0.4,0.15,0.0,0.0,1.0
23221,1,4.173934,-0.2646685,0.0,1.0,1.0,0.907,0.0,0.286,0.0,0.286,0.326
45135,-1,13.931173,5.162237,0.93,0.047,0.0,0.0,0.333,0.0,0.0,0.222,0.5
109010,-1,8.211333,4.8737473,0.93,0.023,0.0,0.0,0.0,0.5,0.0,0.5,0.0
102306,1,7.859137,8.273911,0.659,0.341,0.3,0.0,0.0,0.25,0.5,0.0,0.7
137541,1,2.468839,1.7917594,0.86,0.116,0.4,0.0,0.0,0.5,0.0,0.5,0.2
277634,-1,8.971564,5.258718,0.848,0.13,0.0,0.0,0.0,0.692,0.077,0.0,0.4
172535,-1,4.297449,1.2956748,0.875,0.075,1.0,0.333,0.0,1.0,0.0,0.0,0.0
237991,-1,8.014719,-0.025360646,0.738,0.238,0.4,0.0,1.0,0.0,0.0,0.0,0.1
261903,1,0.93514305,1.739498,0.775,0.2,0.125,0.125,0.071,0.071,0.0,0.571,0.0
184208,1,4.464701,-0.6468377,0.263,0.737,0.357,0.036,0.0,0.217,0.0,0.652,0.214
150786,-1,8.795335,5.9350376,0.939,0.041,0.0,0.0,0.0,0.5,0.0,0.0,0.5
204079,-1,3.9619553,-0.075994305,0.413,0.565,0.667,0.63,0.2,0.2,0.0,0.4,0.0
140734,1,9.418171,4.917265,0.81,0.19,0.2,0.8,0.167,0.5,0.0,0.167,0.4
254871,-1,11.915438,4.381543,0.686,0.257,0.0,0.125,0.0,0.04,0.04,0.04,0.125
101960,1,12.322903,4.231184,0.487,0.513,0.2,0.4,0.182,0.182,0.0,0.045,1.0
30292,1,11.426972,7.5874977,0.741,0.185,0.0,0.0,0.526,0.053,0.0,0.0,0.4
25250,-1,7.8166714,0.17941394,0.795,0.159,0.143,0.429,0.0,0.0,0.0,0.0,0.286
179978,-1,7.408502,1.0305278,0.594,0.312,0.2,0.4,0.0,0.0,0.75,0.0,0.0
130239,-1,11.51336,4.0364494,0.9,0.075,0.0,0.667,0.0,0.0,0.0,0.0,1.0
218764,1,5.4809833,5.1690187,0.907,0.07,0.0,0.0,0.0,0.75,0.083,0.0,0.667
82959,1,9.473493,4.796916,0.75,0.227,0.167,0.167,0.679,0.0,0.036,0.107,0.833
234728,-1,5.8815,2.2686887,0.686,0.314,0.727,0.0,0.0,0.0,0.75,0.25,0.545
153205,1,5.853428,2.1374772,0.351,0.649,0.429,0.429,0.0,0.5,0.167,0.333,0.0
256381,1,9.386302,2.918648,0.353,0.618,0.0,0.0,0.0,0.0,0.4,0.0,0.0
92725,1,7.221546,7.415417,0.933,0.044,0.0,0.0,0.0,0.5,0.0,0.25,0.5
208325,-1,11.913196,4.0518093,0.794,0.088,0.0,0.0,0.619,0.0,0.048,0.0,0.667
253583,1,2.8447115,0.4390687,0.8,0.125,0.25,0.25,0.091,0.091,0.0,0.091,0.0
89482,1,4.711735,0.80453897,0.054,0.946,1.0,0.265,0.0,0.0,0.0,0.333,0.118
183615,1,6.2933283,6.642973,0.909,0.068,0.0,0.0,0.0,0.846,0.077,0.0,0.5
249662,1,9.22875,6.508557,0.342,0.632,0.87,0.783,0.333,0.333,0.0,0.0,0.696
27944,-1,4.2317133,0.4155876,0.0,0.972,1.0,0.156,0.0,0.333,0.111,0.222,0.406
144882,-1,8.397376,4.170074,0.739,0.196,0.429,0.0,0.0,0.0,0.0,1.0,0.286
252473,1,-0.069536045,1.0040263,0.081,0.838,0.862,0.0,0.0,0.125,0.125,0.5,0.379
172616,-1,4.8202724,0.748514,0.302,0.535,0.476,0.714,0.0,0.125,0.042,0.458,0.048
81111,-1,7.6746078,0.5862622,0.413,0.587,0.708,0.083,0.0,0.111,0.111,0.0,0.042
133425,1,8.687261,5.904882,0.923,0.051,0.0,0.0,0.0,0.333,0.0,0.0,0.0
162348,-1,8.540094,1.082896,0.07,0.884,0.972,0.167,0.0,0.833,0.0,0.167,0.306
254461,1,12.39002,8.317337,0.776,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.5
15739,1,1.6989527,0.54032856,0.81,0.143,0.0,0.0,0.0,0.25,0.25,0.25,0.0
183414,-1,13.435742,6.209304,0.947,0.026,0.0,1.0,0.333,0.0,0.333,0.0,0.0
15493,-1,13.388402,7.0093822,0.353,0.647,0.409,0.727,0.0,0.1,0.2,0.4,0.591
10847,-1,9.754016,3.2734323,0.881,0.095,0.5,0.0,0.143,0.143,0.0,0.0,0.25
225078,-1,9.718954,4.108978,0.725,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.375
255222,-1,8.6520405,4.4349813,0.684,0.237,0.0,0.222,0.308,0.0,0.0,0.0,0.889
40523,-1,9.630393,8.874686,0.78,0.146,0.0,0.0,0.0,0.333,0.0,0.0,0.4
74391,1,9.966168,3.422714,0.744,0.186,0.0,0.0,0.174,0.043,0.0,0.261,0.2
92552,-1,9.398801,8.68032,0.644,0.289,0.333,0.083,0.0,0.25,0.25,0.25,0.5
152490,1,0.8915937,0.6464208,0.571,0.429,0.75,0.333,0.0,0.4,0.0,0.2,0.0
245135,1,12.873527,8.619396,0.841,0.136,0.0,0.0,0.25,0.0,0.0,0.0,0.667
53150,-1,5.0749183,-0.5374971,0.463,0.537,0.722,0.278,0.1,0.1,0.0,0.4,0.278
180807,1,13.351477,3.75934,0.725,0.25,0.2,0.1,0.0,0.125,0.125,0.0,0.6
207080,-1,13.282328,6.562337,0.927,0.049,0.0,0.0,1.0,0.0,0.0,0.0,0.5
200052,1,8.8054695,1.9741206,0.146,0.829,0.857,0.714,0.1,0.1,0.1,0.0,0.143
291183,1,9.867469,2.4356148,0.618,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204808,1,8.704898,7.532919,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.333
60491,-1,6.116387,1.0940275,0.857,0.114,0.25,0.0,0.0,0.5,0.0,0.0,0.0
157122,-1,9.533596,8.375503,0.825,0.14,0.375,0.0,0.0,0.167,0.0,0.167,0.125
160706,1,12.48489,7.1222863,0.804,0.157,0.2,0.0,0.571,0.0,0.0,0.0,0.4
187345,-1,9.266222,2.1465404,0.881,0.085,0.333,0.0,0.0,0.0,0.0,0.0,0.0
24656,-1,10.894342,5.2959948,0.867,0.089,0.25,0.0,0.385,0.0,0.0,0.231,0.75
30821,1,0.08819398,0.76404923,0.526,0.447,0.529,0.059,0.0,0.0,0.5,0.4,0.118
251003,1,9.42989,2.474499,0.436,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156945,1,10.862701,4.1353564,0.674,0.256,0.0,0.0,0.0,0.0,0.0,0.667,0.0
18802,-1,8.345985,-0.16371305,0.889,0.111,0.25,0.25,0.0,1.0,0.0,0.0,0.25
12363,1,1.2054688,1.5103489,0.714,0.214,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210990,-1,7.768475,1.768307,0.55,0.4,1.0,0.333,0.0,0.0,0.0,0.0,0.0
236138,1,-0.25037697,0.9878688,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60955,-1,6.748591,0.0647753,0.325,0.65,0.846,0.423,0.0,0.2,0.2,0.6,0.154
16066,-1,12.3774,6.1427608,0.851,0.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130177,1,8.041088,4.605591,0.043,0.957,0.977,0.432,0.083,0.125,0.083,0.125,0.523
95986,-1,7.380971,6.063066,0.667,0.31,0.385,0.077,0.0,0.0,1.0,0.0,0.846
24795,1,-0.2875346,1.1947023,0.767,0.209,0.333,0.0,0.0,0.167,0.167,0.5,0.0
35693,-1,7.4353356,2.7055836,0.595,0.405,0.5,0.0,0.0,0.111,0.111,0.0,0.357
200928,-1,9.044321,0.677003,0.133,0.8,1.0,0.686,0.0,0.333,0.0,0.333,0.25
231125,-1,3.1253185,1.0816388,0.864,0.068,0.0,0.0,0.4,0.0,0.0,0.0,0.333
21325,-1,6.883529,4.6263266,0.955,0.023,0.0,0.0,0.111,0.222,0.0,0.0,1.0
220319,1,12.8678665,7.1318464,0.818,0.136,0.0,0.167,0.6,0.2,0.2,0.0,1.0
217403,-1,7.194479,0.7990142,0.372,0.628,0.368,0.0,0.0,0.0,0.0,0.0,0.474
183887,-1,5.041626,3.3148193,0.868,0.132,0.2,0.2,0.0,0.0,0.25,0.0,0.4
13226,-1,11.635161,4.101784,0.78,0.146,0.0,0.0,0.0,0.2,0.0,0.6,0.833
200923,1,9.650248,8.745306,0.913,0.043,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87810,1,10.002173,6.2323403,0.898,0.082,0.0,0.0,0.333,0.0,0.0,0.167,0.5
55355,1,12.019161,7.940381,0.795,0.154,0.167,0.5,0.0,0.0,0.0,0.25,0.667
13703,-1,5.074026,2.4655988,0.913,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
247069,-1,3.9761739,0.3480056,0.462,0.462,0.5,0.0,0.0,0.0,0.0,0.0,0.0
249565,-1,7.179954,0.18387242,0.844,0.156,0.0,0.0,0.286,0.286,0.0,0.0,0.0
92718,1,9.959202,1.8248781,0.905,0.048,1.0,0.0,0.333,0.0,0.0,0.25,0.0
54602,1,9.557919,3.6033099,0.902,0.098,0.5,0.0,0.0,0.2,0.0,0.0,0.5
163793,1,7.5510926,6.8473654,0.644,0.311,0.0,0.071,0.176,0.118,0.0,0.471,0.429
161215,-1,13.201372,3.6379957,0.667,0.333,0.444,0.333,0.125,0.375,0.125,0.0,0.556
77255,-1,9.551471,4.6289506,0.273,0.705,0.3,0.067,0.0,0.032,0.968,0.0,0.367
21379,1,9.890427,5.5598135,0.889,0.083,0.667,0.0,0.0,0.833,0.0,0.0,0.667
128161,1,7.3662605,7.4646754,0.837,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0
21189,1,9.877761,4.1504955,0.578,0.4,0.222,0.167,0.125,0.125,0.5,0.0,0.5
211645,-1,8.64911,5.059023,0.875,0.075,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81211,1,3.0077372,-0.03357427,0.333,0.667,0.722,0.583,0.1,0.3,0.2,0.4,0.111
141283,-1,13.077374,6.0310545,0.75,0.167,0.0,0.0,0.077,0.0,0.0,0.0,0.667
101481,-1,11.191183,8.773808,0.848,0.087,0.0,0.0,0.143,0.0,0.0,0.0,0.5
290205,1,0.4545964,1.24742,0.208,0.736,0.5,0.105,0.0,0.057,0.0,0.543,0.132
12223,-1,5.4615197,0.35493347,0.771,0.229,0.5,0.0,0.286,0.143,0.143,0.286,0.25
156524,-1,7.0757213,-0.09807826,0.243,0.73,0.808,0.0,0.0,0.5,0.0,0.5,0.269
154937,1,11.170834,6.529783,0.816,0.132,0.5,0.0,0.0,0.333,0.0,0.333,1.0
45497,-1,10.910494,6.394171,0.896,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.8
243502,1,9.975984,5.730705,0.816,0.184,0.4,0.2,0.0,0.25,0.0,0.5,0.4
163653,-1,10.147211,4.7184224,0.933,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277528,1,5.3727527,2.975871,0.878,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.25
245765,1,1.4471292,0.8312396,0.851,0.085,0.5,0.0,0.0,0.667,0.0,0.0,0.0
68224,1,7.3896756,4.4634366,0.837,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.667
252305,1,10.747249,2.542024,0.844,0.111,0.2,0.0,0.154,0.385,0.0,0.462,0.0
205727,-1,9.421172,8.362,0.909,0.045,0.5,0.0,0.0,1.0,0.0,0.0,0.5
62590,-1,10.739592,2.6769755,0.659,0.341,0.286,0.143,0.0,0.0,1.0,0.0,0.714
284657,1,7.88858,0.52000105,0.769,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.4
20610,1,11.368054,4.2900834,0.103,0.897,0.962,0.077,0.0,0.5,0.25,0.0,0.692
175113,-1,12.691647,3.4483428,0.822,0.111,0.0,0.0,0.0,0.0,0.333,0.333,0.0
196346,-1,9.583447,7.8666677,0.822,0.156,0.286,0.429,0.0,0.0,0.5,0.5,0.714
14530,-1,11.851307,3.827663,0.9,0.075,0.0,0.0,0.0,0.0,1.0,0.0,0.333
2611,-1,4.893591,1.5858821,0.524,0.452,0.316,0.0,0.0,0.167,0.0,0.833,0.053
8333,1,-0.3621499,1.5365576,0.634,0.317,0.308,0.0,0.059,0.176,0.059,0.588,0.0
166412,1,11.439093,6.09821,0.87,0.087,0.0,0.0,0.0,0.0,0.25,0.0,0.333
11787,1,0.54622674,1.7826326,0.83,0.106,0.0,0.0,0.0,0.0,0.0,0.375,0.2
72517,-1,9.044838,0.29537395,0.351,0.649,0.222,0.917,0.0,0.0,0.75,0.083,0.667
38177,1,13.091499,3.6644633,0.894,0.021,0.0,0.0,0.0,0.429,0.143,0.0,1.0
161815,-1,10.602356,8.269918,0.851,0.106,0.0,0.0,0.0,0.0,0.5,0.0,0.8
227197,-1,12.055368,6.2907147,0.809,0.128,0.833,0.0,0.5,0.5,0.0,0.0,0.5
257117,1,9.168083,2.898814,0.171,0.8,0.0,0.0,0.0,0.111,0.0,0.0,0.0
195083,-1,5.648774,0.46655646,0.319,0.617,0.828,0.31,0.0,0.25,0.25,0.25,0.138
236110,-1,12.032496,5.586508,0.72,0.2,0.1,0.1,0.607,0.0,0.0,0.071,0.3
119237,-1,7.4598627,1.7232178,0.76,0.22,0.5,0.125,0.0,0.0,0.0,0.333,0.0
55907,-1,12.475909,4.22355,0.375,0.625,0.0,0.667,0.133,0.2,0.0,0.067,0.667
6673,1,2.1273458,-0.015614439,0.414,0.483,0.3,0.1,0.0,0.333,0.167,0.5,0.1
151170,1,0.28600657,0.8651845,0.205,0.75,0.5,0.469,0.038,0.038,0.0,0.808,0.125
100694,1,5.834931,2.2591124,0.0,0.977,1.0,0.146,0.25,0.0,0.25,0.0,0.488
91638,1,9.533462,4.779314,0.19,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167864,-1,4.8443947,0.61534184,0.024,0.952,0.974,0.359,0.417,0.083,0.0,0.042,0.051
129939,1,10.417354,8.887114,0.881,0.071,0.0,0.0,0.5,0.0,0.0,0.1,0.667
205387,1,6.3317094,6.363318,0.894,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160580,-1,13.0403805,4.124089,0.938,0.042,0.5,0.0,0.5,0.0,0.0,0.5,0.5
8032,1,7.751504,1.7886298,0.244,0.756,0.724,0.31,0.333,0.083,0.0,0.458,0.276
138660,1,12.363908,6.8995376,0.951,0.049,0.0,0.0,0.286,0.0,0.0,0.0,1.0
290181,-1,11.6861725,3.828038,0.0,0.974,0.8,0.714,0.0,0.0,0.929,0.0,0.571
11784,1,7.56148,8.747523,0.568,0.432,0.5,0.25,0.048,0.048,0.048,0.0,0.75
85717,-1,8.281431,7.5768275,0.816,0.102,0.0,0.25,0.0,0.0,0.0,0.0,0.75
279602,-1,12.941469,5.431689,0.913,0.087,0.0,0.0,0.0,0.333,0.333,0.333,0.75
122594,1,4.805398,2.0608106,0.513,0.385,1.0,0.467,0.0,0.2,0.2,0.4,0.067
144819,-1,12.471798,5.5583696,0.846,0.077,0.0,0.0,0.0,1.0,0.0,0.0,0.333
126369,1,10.7773,8.212381,0.86,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.667
111727,1,2.0131102,1.6873475,0.744,0.179,0.667,0.0,0.0,0.5,0.0,0.0,0.167
60271,1,10.964834,6.586308,0.788,0.154,0.0,0.0,0.067,0.6,0.0,0.0,0.375
196556,1,6.9450727,7.143276,0.615,0.385,0.286,0.0,0.071,0.0,0.5,0.0,0.357
125837,1,4.912373,1.8842887,0.829,0.171,0.2,0.2,0.0,0.0,0.0,0.0,0.2
27121,1,12.682475,6.625265,0.86,0.07,0.0,0.0,0.25,0.083,0.0,0.0,1.0
16959,1,0.2901686,1.5728366,0.775,0.125,0.25,0.0,0.0,0.0,0.0,0.333,0.5
191479,1,10.960579,9.343287,0.867,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.5
172991,1,13.890227,4.6588883,0.881,0.119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191969,1,11.276218,4.0331697,0.824,0.147,0.0,0.0,0.0,1.0,0.0,0.0,0.0
225368,1,12.985618,6.586908,0.868,0.079,0.0,0.333,0.0,0.0,0.0,0.0,0.667
211999,-1,7.1030474,6.256928,0.886,0.091,0.0,0.333,0.0,0.0,0.0,1.0,0.0
213308,-1,3.1696448,0.11416881,0.176,0.824,1.0,0.179,0.0,0.0,0.0,1.0,0.179
107991,-1,8.3576765,7.522954,0.62,0.36,0.056,0.333,0.077,0.077,0.615,0.0,0.556
241030,1,10.264476,6.690963,0.844,0.067,0.0,0.333,0.0,0.125,0.0,0.0,1.0
212413,-1,7.5569983,-0.4896189,0.378,0.595,0.476,0.524,0.077,0.154,0.769,0.0,0.381
216419,1,5.3279576,2.291888,0.771,0.188,0.25,0.0,0.0,0.25,0.5,0.0,0.25
82302,-1,6.5042977,4.3308115,0.81,0.071,0.333,0.333,0.0,1.0,0.0,0.0,0.333
80750,1,9.851767,8.871466,0.958,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199330,-1,8.13375,7.5333443,0.848,0.152,0.5,0.0,0.0,0.0,0.0,0.5,0.0
257712,-1,6.3134727,5.7318597,0.667,0.31,0.385,0.0,0.0,0.0,0.5,0.0,0.154
103240,1,12.850538,7.9464135,0.889,0.089,0.0,0.0,0.0,1.0,0.0,0.0,0.75
193385,1,0.20924535,0.9512862,0.952,0.048,0.0,0.0,0.75,0.0,0.0,0.0,0.5
59938,-1,9.505033,7.467016,0.755,0.204,0.0,0.1,0.0,0.0,0.5,0.0,0.8
232367,1,13.372459,6.558026,0.907,0.023,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148314,-1,5.5708995,1.2193371,0.696,0.304,0.6,0.3,0.0,0.0,0.0,0.667,0.1
129239,-1,13.309092,5.3173923,0.891,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.8
126283,-1,12.966112,5.198267,0.739,0.217,0.0,0.0,0.286,0.143,0.0,0.143,0.0
106460,1,14.022709,5.8391714,0.86,0.093,0.25,0.25,0.0,0.0,0.0,0.25,0.25
207987,1,8.426111,5.8497114,0.535,0.442,0.263,0.053,0.615,0.128,0.0,0.231,0.211
140548,1,11.368389,5.6049924,0.837,0.116,0.2,0.2,0.167,0.0,0.0,0.0,0.4
292203,1,10.622994,4.747454,0.632,0.316,0.333,0.5,0.0,0.167,0.667,0.0,0.667
197006,1,8.017853,4.254624,0.851,0.085,0.0,0.0,0.0,0.5,0.0,0.0,0.333
172118,1,10.608157,7.1120095,0.867,0.089,0.0,0.0,1.0,0.0,0.0,0.0,0.75
242905,-1,12.315812,5.8646455,0.775,0.225,0.714,0.0,0.333,0.333,0.0,0.167,0.286
16565,1,7.949591,4.333317,0.857,0.119,0.2,0.2,0.0,0.0,0.0,0.0,0.6
137613,-1,9.134162,8.464712,0.811,0.162,0.333,0.167,0.0,0.0,0.25,0.0,0.333
250907,-1,5.681911,-0.4517557,0.0,0.958,0.978,0.152,0.0,0.6,0.2,0.2,0.283
228932,1,9.827205,8.720297,0.875,0.075,0.333,0.0,0.0,0.0,0.0,0.0,1.0
263399,1,-0.5808565,1.641071,0.359,0.59,0.0,0.0,0.0,0.091,0.0,0.455,0.0
189317,1,3.3476384,1.8016418,0.091,0.886,1.0,0.179,0.545,0.182,0.0,0.0,0.179
74274,1,7.754965,8.705023,0.596,0.385,0.0,0.0,0.167,0.167,0.0,0.167,0.0
173314,1,6.4775667,6.4634857,0.927,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188277,1,12.768955,8.607485,0.653,0.082,0.0,0.0,0.167,0.0,0.0,0.083,0.0
