asset_id,cluster,umap_x,umap_y,smooth,disk,spiral,bar,merger,disturbed,ring,irregular,bulge
92725,-1,7.597175,7.3092666,0.933,0.044,0.0,0.0,0.0,0.5,0.0,0.25,0.5
208325,-1,11.53087,2.989449,0.794,0.088,0.0,0.0,0.619,0.0,0.048,0.0,0.667
253583,-1,2.3405302,0.8706499,0.8,0.125,0.25,0.25,0.091,0.091,0.0,0.091,0.0
89482,-1,4.202943,1.1985775,0.054,0.946,1.0,0.265,0.0,0.0,0.0,0.333,0.118
183615,17,6.7031374,6.6309295,0.909,0.068,0.0,0.0,0.0,0.846,0.077,0.0,0.5
249662,10,8.998787,6.774267,0.342,0.632,0.87,0.783,0.333,0.333,0.0,0.0,0.696
27944,-1,3.640632,0.848639,0.0,0.972,1.0,0.156,0.0,0.333,0.111,0.222,0.406
144882,-1,7.7457366,4.635299,0.739,0.196,0.429,0.0,0.0,0.0,0.0,1.0,0.286
252473,19,-0.66507554,1.3720293,0.081,0.838,0.862,0.0,0.0,0.125,0.125,0.5,0.379
172616,-1,4.3963647,1.0691546,0.302,0.535,0.476,0.714,0.0,0.125,0.042,0.458,0.048
81111,-1,8.048308,0.97278154,0.413,0.587,0.708,0.083,0.0,0.111,0.111,0.0,0.042
133425,-1,8.448631,6.313594,0.923,0.051,0.0,0.0,0.0,0.333,0.0,0.0,0.0
162348,-1,8.129039,1.411689,0.07,0.884,0.972,0.167,0.0,0.833,0.0,0.167,0.306
254461,19,12.252105,7.7081394,0.776,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.5
15739,-1,1.1607788,0.97090113,0.81,0.143,0.0,0.0,0.0,0.25,0.25,0.25,0.0
183414,-1,13.1839075,5.4492764,0.947,0.026,0.0,1.0,0.333,0.0,0.333,0.0,0.0
15493,-1,13.341649,6.3511844,0.353,0.647,0.409,0.727,0.0,0.1,0.2,0.4,0.591
10847,-1,9.018173,3.4736881,0.881,0.095,0.5,0.0,0.143,0.143,0.0,0.0,0.25
225078,-1,9.455007,0.9199345,0.725,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.375
255222,-1,7.8796844,5.0616255,0.684,0.237,0.0,0.222,0.308,0.0,0.0,0.0,0.889
40523,-1,9.651402,8.785615,0.78,0.146,0.0,0.0,0.0,0.333,0.0,0.0,0.4
74391,-1,9.26517,3.6579056,0.744,0.186,0.0,0.0,0.174,0.043,0.0,0.261,0.2
92552,-1,9.619297,8.96434,0.644,0.289,0.333,0.083,0.0,0.25,0.25,0.25,0.5
152490,19,0.37657744,1.0934114,0.571,0.429,0.75,0.333,0.0,0.4,0.0,0.2,0.0
245135,19,12.843998,7.9140944,0.841,0.136,0.0,0.0,0.25,0.0,0.0,0.0,0.667
53150,-1,4.5558915,-0.19269969,0.463,0.537,0.722,0.278,0.1,0.1,0.0,0.4,0.278
180807,14,10.487311,4.770277,0.725,0.25,0.2,0.1,0.0,0.125,0.125,0.0,0.6
207080,-1,13.078006,5.7862577,0.927,0.049,0.0,0.0,1.0,0.0,0.0,0.0,0.5
200052,-1,7.9797244,2.417643,0.146,0.829,0.857,0.714,0.1,0.1,0.1,0.0,0.143
291183,19,8.902484,3.098074,0.618,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204808,-1,8.679083,8.198663,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.333
60491,-1,5.522782,1.3409036,0.857,0.114,0.25,0.0,0.0,0.5,0.0,0.0,0.0
157122,-1,9.415165,8.580765,0.825,0.14,0.375,0.0,0.0,0.167,0.0,0.167,0.125
160706,-1,12.443327,6.258809,0.804,0.157,0.2,0.0,0.571,0.0,0.0,0.0,0.4
187345,-1,8.366053,2.7100575,0.881,0.085,0.333,0.0,0.0,0.0,0.0,0.0,0.0
24656,-1,10.830217,6.2195344,0.867,0.089,0.25,0.0,0.385,0.0,0.0,0.231,0.75
30821,19,-0.46583816,1.1770604,0.526,0.447,0.529,0.059,0.0,0.0,0.5,0.4,0.118
251003,-1,8.645181,3.0629036,0.436,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156945,-1,10.978667,3.4284375,0.674,0.256,0.0,0.0,0.0,0.0,0.0,0.667,0.0
18802,-1,7.986296,0.23060033,0.889,0.111,0.25,0.25,0.0,1.0,0.0,0.0,0.25
12363,19,0.6546599,1.9419924,0.714,0.214,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210990,-1,7.008147,2.1103117,0.55,0.4,1.0,0.333,0.0,0.0,0.0,0.0,0.0
236138,19,-0.74943906,1.3774008,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60955,-1,6.2864466,0.40122694,0.325,0.65,0.846,0.423,0.0,0.2,0.2,0.6,0.154
16066,-1,12.287996,5.2224846,0.851,0.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130177,-1,7.752908,5.042506,0.043,0.957,0.977,0.432,0.083,0.125,0.083,0.125,0.523
95986,-1,6.9159327,7.2538347,0.667,0.31,0.385,0.077,0.0,0.0,1.0,0.0,0.846
24795,19,-0.8245297,1.5621908,0.767,0.209,0.333,0.0,0.0,0.167,0.167,0.5,0.0
35693,-1,6.7223845,3.2183642,0.595,0.405,0.5,0.0,0.0,0.111,0.111,0.0,0.357
200928,-1,8.782461,0.8761253,0.133,0.8,1.0,0.686,0.0,0.333,0.0,0.333,0.25
231125,-1,2.664279,1.5516809,0.864,0.068,0.0,0.0,0.4,0.0,0.0,0.0,0.333
21325,-1,6.5554876,5.249219,0.955,0.023,0.0,0.0,0.111,0.222,0.0,0.0,1.0
220319,-1,12.558819,6.5134296,0.818,0.136,0.0,0.167,0.6,0.2,0.2,0.0,1.0
217403,-1,7.4098263,1.0789077,0.372,0.628,0.368,0.0,0.0,0.0,0.0,0.0,0.474
183887,-1,4.557252,3.6819336,0.868,0.132,0.2,0.2,0.0,0.0,0.25,0.0,0.4
13226,-1,11.312093,3.3123941,0.78,0.146,0.0,0.0,0.0,0.2,0.0,0.6,0.833
200923,-1,9.716465,9.107456,0.913,0.043,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87810,19,9.750603,6.3117666,0.898,0.082,0.0,0.0,0.333,0.0,0.0,0.167,0.5
55355,-1,11.518571,7.8100166,0.795,0.154,0.167,0.5,0.0,0.0,0.0,0.25,0.667
13703,-1,4.437442,2.8382008,0.913,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
247069,-1,3.4034166,0.745887,0.462,0.462,0.5,0.0,0.0,0.0,0.0,0.0,0.0
249565,-1,6.789334,0.49591735,0.844,0.156,0.0,0.0,0.286,0.286,0.0,0.0,0.0
92718,-1,9.092634,2.3427684,0.905,0.048,1.0,0.0,0.333,0.0,0.0,0.25,0.0
54602,19,8.872228,3.84001,0.902,0.098,0.5,0.0,0.0,0.2,0.0,0.0,0.5
163793,-1,7.0965133,7.935858,0.644,0.311,0.0,0.071,0.176,0.118,0.0,0.471,0.429
161215,-1,10.525409,4.545568,0.667,0.333,0.444,0.333,0.125,0.375,0.125,0.0,0.556
77255,-1,8.996562,4.907399,0.273,0.705,0.3,0.067,0.0,0.032,0.968,0.0,0.367
21379,-1,9.660542,5.365236,0.889,0.083,0.667,0.0,0.0,0.833,0.0,0.0,0.667
128161,17,7.767742,7.333435,0.837,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0
21189,-1,10.280607,1.8896426,0.578,0.4,0.222,0.167,0.125,0.125,0.5,0.0,0.5
211645,-1,8.211144,5.489677,0.875,0.075,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81211,-1,2.4913208,0.37746897,0.333,0.667,0.722,0.583,0.1,0.3,0.2,0.4,0.111
141283,-1,13.046497,4.9893537,0.75,0.167,0.0,0.0,0.077,0.0,0.0,0.0,0.667
101481,-1,11.195482,8.723613,0.848,0.087,0.0,0.0,0.143,0.0,0.0,0.0,0.5
290205,19,-0.11683449,1.7325047,0.208,0.736,0.5,0.105,0.0,0.057,0.0,0.543,0.132
12223,-1,4.784455,0.7577032,0.771,0.229,0.5,0.0,0.286,0.143,0.143,0.286,0.25
156524,-1,6.6098585,0.2565763,0.243,0.73,0.808,0.0,0.0,0.5,0.0,0.5,0.269
154937,-1,10.954812,6.471336,0.816,0.132,0.5,0.0,0.0,0.333,0.0,0.333,1.0
45497,-1,10.614395,6.032167,0.896,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.8
243502,-1,9.783049,5.5161324,0.816,0.184,0.4,0.2,0.0,0.25,0.0,0.5,0.4
163653,-1,9.797247,4.7483635,0.933,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277528,-1,4.779363,3.445397,0.878,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.25
245765,19,0.88902414,1.2538533,0.851,0.085,0.5,0.0,0.0,0.667,0.0,0.0,0.0
68224,-1,7.117482,5.0609765,0.837,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.667
252305,19,9.660615,3.5040257,0.844,0.111,0.2,0.0,0.154,0.385,0.0,0.462,0.0
205727,-1,9.425115,8.001789,0.909,0.045,0.5,0.0,0.0,1.0,0.0,0.0,0.5
62590,-1,9.678307,3.6803071,0.659,0.341,0.286,0.143,0.0,0.0,1.0,0.0,0.714
284657,4,7.2285056,0.9286441,0.769,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.4
20610,3,11.531946,2.0766184,0.103,0.897,0.962,0.077,0.0,0.5,0.25,0.0,0.692
175113,-1,10.599865,4.1361613,0.822,0.111,0.0,0.0,0.0,0.0,0.333,0.333,0.0
196346,-1,9.306169,8.221687,0.822,0.156,0.286,0.429,0.0,0.0,0.5,0.5,0.714
14530,-1,11.300619,3.377618,0.9,0.075,0.0,0.0,0.0,0.0,1.0,0.0,0.333
2611,-1,4.312521,1.9489882,0.524,0.452,0.316,0.0,0.0,0.167,0.0,0.833,0.053
8333,19,-0.9318412,1.8258297,0.634,0.317,0.308,0.0,0.059,0.176,0.059,0.588,0.0
166412,-1,11.136404,5.98652,0.87,0.087,0.0,0.0,0.0,0.0,0.25,0.0,0.333
11787,19,-0.081166886,2.204088,0.83,0.106,0.0,0.0,0.0,0.0,0.0,0.375,0.2
72517,-1,8.911726,0.8785309,0.351,0.649,0.222,0.917,0.0,0.0,0.75,0.083,0.667
38177,-1,10.399391,4.6111903,0.894,0.021,0.0,0.0,0.0,0.429,0.143,0.0,1.0
161815,-1,10.483901,8.397582,0.851,0.106,0.0,0.0,0.0,0.0,0.5,0.0,0.8
227197,-1,11.899845,5.2378225,0.809,0.128,0.833,0.0,0.5,0.5,0.0,0.0,0.5
257117,19,8.420164,3.4251003,0.171,0.8,0.0,0.0,0.0,0.111,0.0,0.0,0.0
195083,-1,5.174504,0.81572306,0.319,0.617,0.828,0.31,0.0,0.25,0.25,0.25,0.138
236110,-1,12.046764,5.0412393,0.72,0.2,0.1,0.1,0.607,0.0,0.0,0.071,0.3
119237,-1,6.7452374,2.0186641,0.76,0.22,0.5,0.125,0.0,0.0,0.0,0.333,0.0
55907,-1,11.823099,3.8024015,0.375,0.625,0.0,0.667,0.133,0.2,0.0,0.067,0.667
6673,-1,1.6155094,0.4194355,0.414,0.483,0.3,0.1,0.0,0.333,0.167,0.5,0.1
151170,19,-0.26255462,1.2862955,0.205,0.75,0.5,0.469,0.038,0.038,0.0,0.808,0.125
100694,-1,4.940352,2.314768,0.0,0.977,1.0,0.146,0.25,0.0,0.25,0.0,0.488
91638,-1,8.933719,5.021594,0.19,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167864,-1,4.25181,1.0664816,0.024,0.952,0.974,0.359,0.417,0.083,0.0,0.042,0.051
129939,-1,10.55007,8.896255,0.881,0.071,0.0,0.0,0.5,0.0,0.0,0.1,0.667
205387,-1,6.595799,6.323625,0.894,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160580,-1,11.62406,4.0587955,0.938,0.042,0.5,0.0,0.5,0.0,0.0,0.5,0.5
8032,-1,6.9737067,2.1589322,0.244,0.756,0.724,0.31,0.333,0.083,0.0,0.458,0.276
138660,-1,12.376409,5.9316397,0.951,0.049,0.0,0.0,0.286,0.0,0.0,0.0,1.0
290181,-1,11.330959,3.0668097,0.0,0.974,0.8,0.714,0.0,0.0,0.929,0.0,0.571
11784,10,7.6479425,9.546414,0.568,0.432,0.5,0.25,0.048,0.048,0.048,0.0,0.75
85717,-1,8.260041,8.343354,0.816,0.102,0.0,0.25,0.0,0.0,0.0,0.0,0.75
279602,-1,12.871833,3.9235473,0.913,0.087,0.0,0.0,0.0,0.333,0.333,0.333,0.75
122594,-1,4.1409082,2.469366,0.513,0.385,1.0,0.467,0.0,0.2,0.2,0.4,0.067
144819,-1,12.675184,4.44929,0.846,0.077,0.0,0.0,0.0,1.0,0.0,0.0,0.333
126369,-1,10.536568,9.0248165,0.86,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.667
111727,-1,1.5909251,2.122688,0.744,0.179,0.667,0.0,0.0,0.5,0.0,0.0,0.167
60271,-1,10.702446,6.3579407,0.788,0.154,0.0,0.0,0.067,0.6,0.0,0.0,0.375
196556,-1,7.211909,7.3134217,0.615,0.385,0.286,0.0,0.071,0.0,0.5,0.0,0.357
125837,-1,4.2534947,2.1979468,0.829,0.171,0.2,0.2,0.0,0.0,0.0,0.0,0.2
27121,-1,12.649861,5.602888,0.86,0.07,0.0,0.0,0.25,0.083,0.0,0.0,1.0
16959,19,-0.25855774,2.046064,0.775,0.125,0.25,0.0,0.0,0.0,0.0,0.333,0.5
191479,19,11.201745,9.095693,0.867,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.5
172991,-1,11.506636,5.6047907,0.881,0.119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191969,3,11.226843,1.9104279,0.824,0.147,0.0,0.0,0.0,1.0,0.0,0.0,0.0
225368,-1,12.88049,5.6670446,0.868,0.079,0.0,0.333,0.0,0.0,0.0,0.0,0.667
211999,-1,6.6380086,7.3597407,0.886,0.091,0.0,0.333,0.0,0.0,0.0,1.0,0.0
213308,-1,2.6115077,0.53013855,0.176,0.824,1.0,0.179,0.0,0.0,0.0,1.0,0.179
107991,-1,8.299548,8.279336,0.62,0.36,0.056,0.333,0.077,0.077,0.615,0.0,0.556
241030,-1,10.087867,6.7659044,0.844,0.067,0.0,0.333,0.0,0.125,0.0,0.0,1.0
212413,-1,7.296721,-0.08824645,0.378,0.595,0.476,0.524,0.077,0.154,0.769,0.0,0.381
216419,-1,4.534526,2.5971181,0.771,0.188,0.25,0.0,0.0,0.25,0.5,0.0,0.25
82302,-1,6.129773,4.9913077,0.81,0.071,0.333,0.333,0.0,1.0,0.0,0.0,0.333
80750,-1,9.99489,8.628568,0.958,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199330,-1,7.9938436,8.447698,0.848,0.152,0.5,0.0,0.0,0.0,0.0,0.5,0.0
257712,-1,6.033403,6.542292,0.667,0.31,0.385,0.0,0.0,0.0,0.5,0.0,0.154
103240,-1,12.733606,7.2569394,0.889,0.089,0.0,0.0,0.0,1.0,0.0,0.0,0.75
193385,19,-0.29399234,1.4177877,0.952,0.048,0.0,0.0,0.75,0.0,0.0,0.0,0.5
59938,-1,9.042965,8.074868,0.755,0.204,0.0,0.1,0.0,0.0,0.5,0.0,0.8
232367,-1,12.979249,5.9330506,0.907,0.023,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148314,-1,4.98412,1.4945651,0.696,0.304,0.6,0.3,0.0,0.0,0.0,0.667,0.1
129239,2,12.899617,4.198458,0.891,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.8
126283,-1,12.009044,4.970628,0.739,0.217,0.0,0.0,0.286,0.143,0.0,0.143,0.0
106460,-1,12.360441,6.398907,0.86,0.093,0.25,0.25,0.0,0.0,0.0,0.25,0.25
207987,-1,8.1132145,6.323664,0.535,0.442,0.263,0.053,0.615,0.128,0.0,0.231,0.211
140548,-1,11.069463,5.4087305,0.837,0.116,0.2,0.2,0.167,0.0,0.0,0.0,0.4
292203,-1,10.578766,4.295087,0.632,0.316,0.333,0.5,0.0,0.167,0.667,0.0,0.667
197006,14,8.1207285,4.8633037,0.851,0.085,0.0,0.0,0.0,0.5,0.0,0.0,0.333
172118,19,10.50185,7.056789,0.867,0.089,0.0,0.0,1.0,0.0,0.0,0.0,0.75
242905,-1,12.656699,5.4808946,0.775,0.225,0.714,0.0,0.333,0.333,0.0,0.167,0.286
16565,14,7.954232,4.925446,0.857,0.119,0.2,0.2,0.0,0.0,0.0,0.0,0.6
137613,-1,9.070727,9.111053,0.811,0.162,0.333,0.167,0.0,0.0,0.25,0.0,0.333
250907,-1,5.1605034,-0.12524696,0.0,0.958,0.978,0.152,0.0,0.6,0.2,0.2,0.283
228932,-1,10.02141,8.798565,0.875,0.075,0.333,0.0,0.0,0.0,0.0,0.0,1.0
263399,19,-1.2057314,1.9850013,0.359,0.59,0.0,0.0,0.0,0.091,0.0,0.455,0.0
189317,-1,2.8621814,2.205118,0.091,0.886,1.0,0.179,0.545,0.182,0.0,0.0,0.179
74274,10,7.773466,9.456576,0.596,0.385,0.0,0.0,0.167,0.167,0.0,0.167,0.0
