asset_id,cluster,umap_x,umap_y,smooth,disk,spiral,bar,merger,disturbed,ring,irregular,bulge
21444,-1,1.9151484,1.8663146,0.791,0.186,0.0,0.0,0.447,0.053,0.0,0.0,0.625
90911,-1,2.0852964,2.2822957,0.822,0.133,0.0,0.0,0.5,0.0,0.0,0.0,0.5
10402,0,0.7217105,4.1128774,0.902,0.049,0.0,0.0,0.0,0.0,0.5,0.0,1.0
149266,-1,5.8719378,5.0940475,0.622,0.351,0.25,0.167,0.0,0.0,0.889,0.0,0.5
40879,-1,1.1621298,6.3938823,0.895,0.105,0.0,0.0,0.25,0.0,0.0,0.0,0.75
127844,-1,3.074945,7.4703193,0.826,0.174,0.143,0.286,0.0,0.0,0.0,1.0,0.286
132583,-1,2.9870224,8.4932785,0.61,0.366,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41260,-1,6.087604,4.618269,0.024,0.976,0.878,0.098,0.111,0.333,0.222,0.222,0.585
150053,-1,2.950026,4.249106,0.875,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.5
53050,-1,3.6312513,7.9271374,0.667,0.312,0.0,0.5,0.0,0.143,0.0,0.0,0.0
119760,-1,5.0957556,4.403643,0.071,0.893,1.0,1.0,0.5,0.0,0.5,0.0,0.44
105789,-1,4.9329305,6.6238103,0.75,0.2,0.25,0.125,0.333,0.0,0.333,0.333,0.125
10221,-1,8.182883,7.8190465,0.316,0.658,0.957,0.13,0.0,0.333,0.333,0.333,0.391
204258,-1,6.15196,4.934388,0.559,0.382,0.583,0.333,0.0,0.091,0.091,0.364,0.5
247878,-1,9.3963585,6.886474,0.422,0.533,0.261,0.043,0.0,0.118,0.412,0.294,0.0
115098,-1,0.16233493,6.224473,0.927,0.073,0.0,0.0,0.0,0.5,0.0,0.5,0.667
189466,-1,6.0641923,5.859024,0.088,0.895,1.0,0.362,0.0,0.091,0.545,0.0,0.298
14373,-1,1.2339767,6.0133715,0.915,0.043,0.0,0.0,0.0,0.5,0.25,0.25,1.0
192650,-1,4.2535963,3.06248,0.863,0.078,0.25,0.75,0.0,0.5,0.0,0.0,0.5
161061,-1,3.4726064,8.988381,0.468,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214332,-1,0.67954993,3.05894,0.952,0.048,0.0,0.0,0.0,0.0,0.0,0.25,1.0
259908,-1,8.630357,5.8691754,0.441,0.529,0.556,0.333,0.167,0.333,0.0,0.25,0.0
115559,-1,5.6850033,4.7044153,0.486,0.457,0.25,0.062,0.077,0.0,0.923,0.0,0.688
57345,-1,5.6338463,4.8549094,0.042,0.896,1.0,0.279,0.333,0.0,0.0,0.0,0.279
222675,-1,0.9621772,4.938611,0.932,0.023,0.0,0.0,0.4,0.15,0.0,0.0,1.0
23221,-1,7.7978473,6.32307,0.0,1.0,1.0,0.907,0.0,0.286,0.0,0.286,0.326
45135,-1,0.9031648,4.6103063,0.93,0.047,0.0,0.0,0.333,0.0,0.0,0.222,0.5
109010,-1,1.0956562,6.9444685,0.93,0.023,0.0,0.0,0.0,0.5,0.0,0.5,0.0
102306,-1,4.7730556,4.822935,0.659,0.341,0.3,0.0,0.0,0.25,0.5,0.0,0.7
137541,-1,8.568189,5.2284675,0.86,0.116,0.4,0.0,0.0,0.5,0.0,0.5,0.2
277634,-1,3.303035,4.8340507,0.848,0.13,0.0,0.0,0.0,0.692,0.077,0.0,0.4
172535,-1,6.732562,8.107652,0.875,0.075,1.0,0.333,0.0,1.0,0.0,0.0,0.0
237991,-1,5.542863,7.829377,0.738,0.238,0.4,0.0,1.0,0.0,0.0,0.0,0.1
261903,-1,9.482541,5.987149,0.775,0.2,0.125,0.125,0.071,0.071,0.0,0.571,0.0
184208,-1,8.155341,6.553082,0.263,0.737,0.357,0.036,0.0,0.217,0.0,0.652,0.214
150786,-1,1.6104554,4.9708395,0.939,0.041,0.0,0.0,0.0,0.5,0.0,0.0,0.5
204079,-1,7.6972995,7.0794597,0.413,0.565,0.667,0.63,0.2,0.2,0.0,0.4,0.0
140734,-1,2.5950568,3.8502867,0.81,0.19,0.2,0.8,0.167,0.5,0.0,0.167,0.4
254871,-1,4.1210732,5.382296,0.686,0.257,0.0,0.125,0.0,0.04,0.04,0.04,0.125
101960,-1,2.0489848,8.316492,0.487,0.513,0.2,0.4,0.182,0.182,0.0,0.045,1.0
30292,-1,0.29880658,4.214894,0.741,0.185,0.0,0.0,0.526,0.053,0.0,0.0,0.4
25250,-1,6.0123115,8.421404,0.795,0.159,0.143,0.429,0.0,0.0,0.0,0.0,0.286
179978,-1,5.8127947,6.988291,0.594,0.312,0.2,0.4,0.0,0.0,0.75,0.0,0.0
130239,-1,2.7314925,3.8039403,0.9,0.075,0.0,0.667,0.0,0.0,0.0,0.0,1.0
218764,-1,2.842947,4.3601613,0.907,0.07,0.0,0.0,0.0,0.75,0.083,0.0,0.667
82959,-1,1.0267544,2.0484655,0.75,0.227,0.167,0.167,0.679,0.0,0.036,0.107,0.833
234728,-1,6.8161936,7.124396,0.686,0.314,0.727,0.0,0.0,0.0,0.75,0.25,0.545
153205,-1,6.434925,4.899869,0.351,0.649,0.429,0.429,0.0,0.5,0.167,0.333,0.0
256381,1,2.9320037,8.848887,0.353,0.618,0.0,0.0,0.0,0.0,0.4,0.0,0.0
92725,-1,0.38413393,6.7766843,0.933,0.044,0.0,0.0,0.0,0.5,0.0,0.25,0.5
208325,-1,2.039389,2.503354,0.794,0.088,0.0,0.0,0.619,0.0,0.048,0.0,0.667
253583,-1,9.156691,5.675145,0.8,0.125,0.25,0.25,0.091,0.091,0.0,0.091,0.0
89482,-1,4.4665565,7.719753,0.054,0.946,1.0,0.265,0.0,0.0,0.0,0.333,0.118
183615,-1,1.0167543,6.502484,0.909,0.068,0.0,0.0,0.0,0.846,0.077,0.0,0.5
249662,-1,2.7691941,5.3722835,0.342,0.632,0.87,0.783,0.333,0.333,0.0,0.0,0.696
27944,-1,7.796745,5.9397883,0.0,0.972,1.0,0.156,0.0,0.333,0.111,0.222,0.406
144882,-1,3.5087752,8.258057,0.739,0.196,0.429,0.0,0.0,0.0,0.0,1.0,0.286
252473,1,9.92121,6.6594143,0.081,0.838,0.862,0.0,0.0,0.125,0.125,0.5,0.379
172616,-1,7.6265597,5.424108,0.302,0.535,0.476,0.714,0.0,0.125,0.042,0.458,0.048
81111,-1,6.112175,5.834189,0.413,0.587,0.708,0.083,0.0,0.111,0.111,0.0,0.042
133425,-1,-0.15876797,4.4929557,0.923,0.051,0.0,0.0,0.0,0.333,0.0,0.0,0.0
162348,-1,6.1547756,5.1071897,0.07,0.884,0.972,0.167,0.0,0.833,0.0,0.167,0.306
254461,-1,0.73318624,3.9908676,0.776,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.5
15739,-1,9.575798,7.3931174,0.81,0.143,0.0,0.0,0.0,0.25,0.25,0.25,0.0
183414,-1,2.6386526,2.9133983,0.947,0.026,0.0,1.0,0.333,0.0,0.333,0.0,0.0
15493,-1,0.7236652,3.4964104,0.353,0.647,0.409,0.727,0.0,0.1,0.2,0.4,0.591
10847,-1,3.324737,7.9643664,0.881,0.095,0.5,0.0,0.143,0.143,0.0,0.0,0.25
225078,-1,4.922555,7.3596935,0.725,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.375
255222,-1,3.445948,5.5957155,0.684,0.237,0.0,0.222,0.308,0.0,0.0,0.0,0.889
40523,-1,2.0422537,2.554124,0.78,0.146,0.0,0.0,0.0,0.333,0.0,0.0,0.4
74391,-1,3.266255,8.58278,0.744,0.186,0.0,0.0,0.174,0.043,0.0,0.261,0.2
92552,-1,1.4596493,6.1671696,0.644,0.289,0.333,0.083,0.0,0.25,0.25,0.25,0.5
152490,-1,10.285789,6.5142384,0.571,0.429,0.75,0.333,0.0,0.4,0.0,0.2,0.0
245135,-1,-0.09600726,3.4448903,0.841,0.136,0.0,0.0,0.25,0.0,0.0,0.0,0.667
53150,-1,7.457987,7.37845,0.463,0.537,0.722,0.278,0.1,0.1,0.0,0.4,0.278
180807,-1,3.1753142,3.8397064,0.725,0.25,0.2,0.1,0.0,0.125,0.125,0.0,0.6
207080,-1,2.5683155,5.1276407,0.927,0.049,0.0,0.0,1.0,0.0,0.0,0.0,0.5
200052,-1,4.866055,7.5863442,0.146,0.829,0.857,0.714,0.1,0.1,0.1,0.0,0.143
291183,1,2.9569995,8.965966,0.618,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204808,-1,1.3054537,4.4426885,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.333
60491,-1,5.9060817,8.504233,0.857,0.114,0.25,0.0,0.0,0.5,0.0,0.0,0.0
157122,-1,1.8965943,3.245174,0.825,0.14,0.375,0.0,0.0,0.167,0.0,0.167,0.125
160706,0,1.2130293,3.6474376,0.804,0.157,0.2,0.0,0.571,0.0,0.0,0.0,0.4
187345,-1,2.999908,8.116403,0.881,0.085,0.333,0.0,0.0,0.0,0.0,0.0,0.0
24656,-1,2.14671,3.9743311,0.867,0.089,0.25,0.0,0.385,0.0,0.0,0.231,0.75
30821,-1,9.438404,7.2630777,0.526,0.447,0.529,0.059,0.0,0.0,0.5,0.4,0.118
251003,1,3.1189013,9.013111,0.436,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156945,-1,0.6134937,6.655001,0.674,0.256,0.0,0.0,0.0,0.0,0.0,0.667,0.0
18802,-1,5.1240044,6.556964,0.889,0.111,0.25,0.25,0.0,1.0,0.0,0.0,0.25
12363,1,9.6193495,5.7682896,0.714,0.214,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210990,-1,3.9581778,8.375933,0.55,0.4,1.0,0.333,0.0,0.0,0.0,0.0,0.0
236138,-1,10.209682,5.9259906,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60955,-1,5.984697,8.098419,0.325,0.65,0.846,0.423,0.0,0.2,0.2,0.6,0.154
16066,-1,1.1666752,7.0859294,0.851,0.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130177,-1,4.4474745,4.4641457,0.043,0.957,0.977,0.432,0.083,0.125,0.083,0.125,0.523
95986,-1,5.94418,4.98607,0.667,0.31,0.385,0.077,0.0,0.0,1.0,0.0,0.846
24795,1,10.3022585,5.9349713,0.767,0.209,0.333,0.0,0.0,0.167,0.167,0.5,0.0
35693,-1,5.221233,6.135197,0.595,0.405,0.5,0.0,0.0,0.111,0.111,0.0,0.357
200928,-1,5.108752,6.2898655,0.133,0.8,1.0,0.686,0.0,0.333,0.0,0.333,0.25
231125,-1,8.640077,4.6358967,0.864,0.068,0.0,0.0,0.4,0.0,0.0,0.0,0.333
21325,-1,2.093805,7.1620126,0.955,0.023,0.0,0.0,0.111,0.222,0.0,0.0,1.0
220319,-1,3.2520134,1.8629023,0.818,0.136,0.0,0.167,0.6,0.2,0.2,0.0,1.0
217403,-1,5.4400926,6.219342,0.372,0.628,0.368,0.0,0.0,0.0,0.0,0.0,0.474
183887,-1,5.01799,6.867774,0.868,0.132,0.2,0.2,0.0,0.0,0.25,0.0,0.4
13226,-1,3.6715968,2.7425835,0.78,0.146,0.0,0.0,0.0,0.2,0.0,0.6,0.833
200923,-1,-0.25611487,3.564802,0.913,0.043,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87810,-1,0.8217414,5.742943,0.898,0.082,0.0,0.0,0.333,0.0,0.0,0.167,0.5
55355,-1,4.591136,4.353231,0.795,0.154,0.167,0.5,0.0,0.0,0.0,0.25,0.667
13703,-1,2.9276056,7.3322134,0.913,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
247069,-1,8.506375,5.9863405,0.462,0.462,0.5,0.0,0.0,0.0,0.0,0.0,0.0
249565,-1,5.338826,7.990053,0.844,0.156,0.0,0.0,0.286,0.286,0.0,0.0,0.0
92718,-1,3.7182324,8.488725,0.905,0.048,1.0,0.0,0.333,0.0,0.0,0.25,0.0
54602,-1,1.9387769,5.824956,0.902,0.098,0.5,0.0,0.0,0.2,0.0,0.0,0.5
163793,-1,2.9992006,5.6193013,0.644,0.311,0.0,0.071,0.176,0.118,0.0,0.471,0.429
161215,-1,2.130981,7.239971,0.667,0.333,0.444,0.333,0.125,0.375,0.125,0.0,0.556
77255,-1,5.5775595,4.0593333,0.273,0.705,0.3,0.067,0.0,0.032,0.968,0.0,0.367
21379,-1,1.1414315,4.846453,0.889,0.083,0.667,0.0,0.0,0.833,0.0,0.0,0.667
128161,-1,-0.42388788,4.076892,0.837,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0
21189,-1,5.584034,4.8397174,0.578,0.4,0.222,0.167,0.125,0.125,0.5,0.0,0.5
211645,-1,1.6027018,6.301057,0.875,0.075,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81211,1,8.618302,7.201975,0.333,0.667,0.722,0.583,0.1,0.3,0.2,0.4,0.111
141283,-1,2.7596714,1.2849252,0.75,0.167,0.0,0.0,0.077,0.0,0.0,0.0,0.667
101481,-1,0.61745787,3.0982656,0.848,0.087,0.0,0.0,0.143,0.0,0.0,0.0,0.5
290205,1,9.204874,6.600238,0.208,0.736,0.5,0.105,0.0,0.057,0.0,0.543,0.132
12223,-1,5.953196,8.333912,0.771,0.229,0.5,0.0,0.286,0.143,0.143,0.286,0.25
156524,-1,6.809651,5.602213,0.243,0.73,0.808,0.0,0.0,0.5,0.0,0.5,0.269
154937,-1,2.4867935,2.4353755,0.816,0.132,0.5,0.0,0.0,0.333,0.0,0.333,1.0
45497,-1,0.24739692,2.79877,0.896,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.8
243502,-1,4.6214323,4.1017113,0.816,0.184,0.4,0.2,0.0,0.25,0.0,0.5,0.4
163653,-1,1.3336898,7.4078507,0.933,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277528,-1,3.5376592,5.7221713,0.878,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.25
245765,1,9.69753,7.4465876,0.851,0.085,0.5,0.0,0.0,0.667,0.0,0.0,0.0
68224,-1,1.1550487,2.9674525,0.837,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.667
252305,-1,2.545989,7.6251903,0.844,0.111,0.2,0.0,0.154,0.385,0.0,0.462,0.0
205727,-1,1.4654702,6.793312,0.909,0.045,0.5,0.0,0.0,1.0,0.0,0.0,0.5
62590,-1,4.797068,4.185287,0.659,0.341,0.286,0.143,0.0,0.0,1.0,0.0,0.714
284657,-1,5.1125956,7.551823,0.769,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.4
20610,-1,5.0521746,4.4227242,0.103,0.897,0.962,0.077,0.0,0.5,0.25,0.0,0.692
175113,-1,1.8283589,7.426128,0.822,0.111,0.0,0.0,0.0,0.0,0.333,0.333,0.0
196346,-1,3.529756,3.632768,0.822,0.156,0.286,0.429,0.0,0.0,0.5,0.5,0.714
14530,-1,3.5047371,2.4642966,0.9,0.075,0.0,0.0,0.0,0.0,1.0,0.0,0.333
2611,-1,6.604978,6.475172,0.524,0.452,0.316,0.0,0.0,0.167,0.0,0.833,0.053
8333,1,10.5135765,5.9490438,0.634,0.317,0.308,0.0,0.059,0.176,0.059,0.588,0.0
166412,-1,2.0998414,2.2144928,0.87,0.087,0.0,0.0,0.0,0.0,0.25,0.0,0.333
11787,-1,9.885999,6.578173,0.83,0.106,0.0,0.0,0.0,0.0,0.0,0.375,0.2
72517,-1,6.4275217,5.025325,0.351,0.649,0.222,0.917,0.0,0.0,0.75,0.083,0.667
38177,-1,1.569143,6.3814683,0.894,0.021,0.0,0.0,0.0,0.429,0.143,0.0,1.0
161815,-1,3.0789278,1.7330106,0.851,0.106,0.0,0.0,0.0,0.0,0.5,0.0,0.8
227197,-1,0.39890844,5.06249,0.809,0.128,0.833,0.0,0.5,0.5,0.0,0.0,0.5
257117,-1,3.1641886,8.6262665,0.171,0.8,0.0,0.0,0.0,0.111,0.0,0.0,0.0
195083,-1,6.862352,7.73916,0.319,0.617,0.828,0.31,0.0,0.25,0.25,0.25,0.138
236110,-1,5.13333,4.6412253,0.72,0.2,0.1,0.1,0.607,0.0,0.0,0.071,0.3
119237,-1,5.6843557,8.188367,0.76,0.22,0.5,0.125,0.0,0.0,0.0,0.333,0.0
55907,-1,2.5539923,5.173859,0.375,0.625,0.0,0.667,0.133,0.2,0.0,0.067,0.667
6673,1,8.911015,7.4230604,0.414,0.483,0.3,0.1,0.0,0.333,0.167,0.5,0.1
151170,1,9.71937,6.3734727,0.205,0.75,0.5,0.469,0.038,0.038,0.0,0.808,0.125
100694,-1,7.11215,6.1191044,0.0,0.977,1.0,0.146,0.25,0.0,0.25,0.0,0.488
91638,-1,2.5299501,8.746459,0.19,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167864,-1,6.933003,7.5470734,0.024,0.952,0.974,0.359,0.417,0.083,0.0,0.042,0.051
129939,-1,0.7276532,4.2997932,0.881,0.071,0.0,0.0,0.5,0.0,0.0,0.1,0.667
205387,-1,0.23231399,5.3040395,0.894,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160580,-1,1.9113661,7.136132,0.938,0.042,0.5,0.0,0.5,0.0,0.0,0.5,0.5
8032,-1,5.709574,6.2772183,0.244,0.756,0.724,0.31,0.333,0.083,0.0,0.458,0.276
138660,-1,1.2408701,6.223506,0.951,0.049,0.0,0.0,0.286,0.0,0.0,0.0,1.0
290181,-1,4.0120254,4.641808,0.0,0.974,0.8,0.714,0.0,0.0,0.929,0.0,0.571
11784,-1,5.900201,6.3460007,0.568,0.432,0.5,0.25,0.048,0.048,0.048,0.0,0.75
85717,-1,3.2540703,2.2148857,0.816,0.102,0.0,0.25,0.0,0.0,0.0,0.0,0.75
279602,-1,0.9703373,6.2552257,0.913,0.087,0.0,0.0,0.0,0.333,0.333,0.333,0.75
122594,-1,3.141662,7.2757316,0.513,0.385,1.0,0.467,0.0,0.2,0.2,0.4,0.067
144819,-1,2.7198102,3.0652287,0.846,0.077,0.0,0.0,0.0,1.0,0.0,0.0,0.333
126369,-1,0.34675312,3.938865,0.86,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.667
111727,-1,9.629481,5.573358,0.744,0.179,0.667,0.0,0.0,0.5,0.0,0.0,0.167
60271,-1,1.7420242,4.755579,0.788,0.154,0.0,0.0,0.067,0.6,0.0,0.0,0.375
196556,-1,4.536825,4.2958813,0.615,0.385,0.286,0.0,0.071,0.0,0.5,0.0,0.357
125837,-1,5.382691,8.193782,0.829,0.171,0.2,0.2,0.0,0.0,0.0,0.0,0.2
27121,-1,0.9293846,2.3678334,0.86,0.07,0.0,0.0,0.25,0.083,0.0,0.0,1.0
16959,1,9.514549,4.953125,0.775,0.125,0.25,0.0,0.0,0.0,0.0,0.333,0.5
191479,-1,0.62516725,3.9033763,0.867,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.5
172991,-1,1.0686547,5.9576635,0.881,0.119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191969,-1,4.5552297,7.0187845,0.824,0.147,0.0,0.0,0.0,1.0,0.0,0.0,0.0
225368,-1,2.2713516,2.1215847,0.868,0.079,0.0,0.333,0.0,0.0,0.0,0.0,0.667
211999,-1,2.2273223,7.193108,0.886,0.091,0.0,0.333,0.0,0.0,0.0,1.0,0.0
213308,1,7.637314,7.6502886,0.176,0.824,1.0,0.179,0.0,0.0,0.0,1.0,0.179
107991,-1,3.6849906,4.311632,0.62,0.36,0.056,0.333,0.077,0.077,0.615,0.0,0.556
241030,-1,1.3614671,5.717515,0.844,0.067,0.0,0.333,0.0,0.125,0.0,0.0,1.0
212413,-1,6.198137,5.9227943,0.378,0.595,0.476,0.524,0.077,0.154,0.769,0.0,0.381
216419,-1,3.5419528,4.563765,0.771,0.188,0.25,0.0,0.0,0.25,0.5,0.0,0.25
82302,-1,2.544308,6.755529,0.81,0.071,0.333,0.333,0.0,1.0,0.0,0.0,0.333
80750,-1,0.667235,4.772217,0.958,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199330,-1,2.4726133,7.972595,0.848,0.152,0.5,0.0,0.0,0.0,0.0,0.5,0.0
257712,-1,5.3789783,7.0659957,0.667,0.31,0.385,0.0,0.0,0.0,0.5,0.0,0.154
103240,-1,1.0775826,2.79832,0.889,0.089,0.0,0.0,0.0,1.0,0.0,0.0,0.75
193385,1,9.930323,5.3204007,0.952,0.048,0.0,0.0,0.75,0.0,0.0,0.0,0.5
59938,-1,4.1654305,3.3032103,0.755,0.204,0.0,0.1,0.0,0.0,0.5,0.0,0.8
232367,-1,2.2022853,2.0841086,0.907,0.023,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148314,-1,5.806401,7.6432033,0.696,0.304,0.6,0.3,0.0,0.0,0.0,0.667,0.1
129239,-1,2.3909836,2.972881,0.891,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.8
126283,-1,1.7186397,8.112146,0.739,0.217,0.0,0.0,0.286,0.143,0.0,0.143,0.0
106460,-1,0.5227951,4.074952,0.86,0.093,0.25,0.25,0.0,0.0,0.0,0.25,0.25
207987,-1,1.8423576,7.39161,0.535,0.442,0.263,0.053,0.615,0.128,0.0,0.231,0.211
140548,-1,0.81291443,7.018687,0.837,0.116,0.2,0.2,0.167,0.0,0.0,0.0,0.4
292203,-1,1.6303468,3.1558943,0.632,0.316,0.333,0.5,0.0,0.167,0.667,0.0,0.667
197006,-1,1.9113048,5.592764,0.851,0.085,0.0,0.0,0.0,0.5,0.0,0.0,0.333
172118,-1,0.58630705,3.5426006,0.867,0.089,0.0,0.0,1.0,0.0,0.0,0.0,0.75
242905,-1,4.631562,5.9485536,0.775,0.225,0.714,0.0,0.333,0.333,0.0,0.167,0.286
16565,-1,3.4015172,3.3960252,0.857,0.119,0.2,0.2,0.0,0.0,0.0,0.0,0.6
137613,-1,-0.33752304,4.7874455,0.811,0.162,0.333,0.167,0.0,0.0,0.25,0.0,0.333
250907,-1,7.6982217,5.7048826,0.0,0.958,0.978,0.152,0.0,0.6,0.2,0.2,0.283
228932,-1,1.1823679,4.1182466,0.875,0.075,0.333,0.0,0.0,0.0,0.0,0.0,1.0
263399,1,10.308565,6.0457907,0.359,0.59,0.0,0.0,0.0,0.091,0.0,0.455,0.0
